"800","4-H Headquarters"
"815","7401 Baltimore Ave"
"429","A. James Clark Hall"
"115","A.V. Williams Building"
"970","Acad"
"803","Adelphi Road Office Annex"
"397","Agricultural Chemical Storage Building (Pt Branch)"
"102","Agriculture Shed"
"9912","Allegany County Extension Building"
"024","Allegany Hall"
"057","Animal Care Storage Facility"
"103","Animal Science Service Building"
"142","Animal Sciences/Agric. Engrg Bldg"
"008","Annapolis Hall"
"9908","Anne Arundel County Extension Building"
"060","Anne Arundel Hall"
"399","Aquatic Center"
"156","Arboretum Outreach Center"
"145","Architecture Building"
"749","Art Houghton Jr. Office Lab"
"813","Artemesia Building"
"221","Astronomical Observatory"
"219","Astronomy Lecture Building"
"224","Atlantic Building"
"795","Avrum Gudelsky Veterinary Center"
"9906","Baltimore County Extension Building"
"016","Baltimore Hall"
"378","Basketball Performance Center"
"099","Bel Air Hall"
"674","Beltsville Ag Chemical Storage"
"675","Beltsville Equip Maintenance"
"676","Beltsville Equipment Storage"
"678","Beltsville Grain Handling"
"681","Beltsville Large Equipment Storage"
"672","Beltsville Office Trailer"
"679","Beltsville Plot Equipment Storage"
"673","Beltsville Rvr"
"677","Beltsville Seed &Amp; Fertilizer"
"680","Beltsville Small Equipment Storage"
"143","Benjamin Building"
"144","Biology-Psychology Building"
"296","Biomolecular Sciences Building"
"413","Bioscience Research Building"
"169","Boat House"
"159","Bob 'Turtle' Smith Stadium At Shipley Field"
"432","Brendan Iribe Center"
"006","Building 006"
"011","Building 011"
"089","C. Daniel Mote Jr. Engineering Laboratory"
"9903","Calvert County Extension Building"
"015","Calvert Hall"
"097","Cambridge Community Center"
"096","Cambridge Hall"
"9918","Caroline County Extension Building"
"070","Caroline Hall"
"9910","Carroll County Extension Building"
"065","Carroll Hall"
"110","Cattle Barn"
"9924","Cecil County Extension Building"
"017","Cecil Hall"
"381","Center For Young Children"
"087","Central Animal Resources Facility"
"667","Central Md Office"
"668","Central Md Office Annex"
"098","Centreville Hall"
"9901","Charles County Extension Building"
"025","Charles Hall"
"090","Chemical &Amp; Nuclear Engineering Building"
"091","Chemistry Building"
"338","Chesapeake Building"
"121","Chestertown Hall"
"059","Chincoteague Hall"
"052","Clarence M. Mitchell Jr. Building"
"386","Clarice Smith Performing Arts Center"
"627","Clarksville Commodity Storage"
"665","Clarksville Cottage 9"
"632","Clarksville Dairy Research Barn"
"663","Clarksville Equine Office &Amp; Barn"
"621","Clarksville Equip Maintenance"
"622","Clarksville Equipment Storage"
"628","Clarksville Feed Handling"
"630","Clarksville Freestall Barn"
"626","Clarksville Hay &Amp; Bedding Storage"
"633","Clarksville Hay Barn"
"623","Clarksville Heifer Barn 1"
"624","Clarksville Heifer Barn 2"
"625","Clarksville Heifer Barn 3"
"629","Clarksville Milking Center"
"660","Clarksville Office"
"669","Clarksville Pump House 4"
"657","Clarksville Pump House 5"
"670","Clarksville Pump House 6"
"647","Clarksville Spring House"
"631","Clarksville Tiestall Barn"
"658","Clarksville Water Tank"
"656","Clarksville Youngstock Shed"
"671","Cmrec Headquarters"
"162","Cole Student Activities Building"
"802","College Park Fire Station"
"345","College Park Marriott Hotel &Amp; Conference Center"
"348","College Park Marriott Hotel And Conference Center"
"406","Computer Science Instructional Center"
"987","Courtyard 100"
"988","Courtyard 200"
"989","Courtyard 300"
"990","Courtyard 400"
"991","Courtyard 500"
"992","Courtyard 600"
"993","Courtyard 700"
"994","Courtyard Clubhouse"
"995","Courtyard Maintenance Shed"
"886","Crane Aquaculture Building"
"888","Crane Aquaculture Support Building"
"422","Cspac Grounds Storage Facility"
"122","Cumberland Hall"
"814","Cypress Building"
"251","Denton Area Dining Hall"
"252","Denton Hall"
"9915","Dorchester County Extension Building"
"064","Dorchester Hall"
"228","E. A. Fernandez Idea Factory"
"253","Easton Hall"
"226","Edward St. John Learning And Teaching Center"
"311","Elkins"
"254","Elkton Hall"
"257","Ellicott Area Dining Hall"
"256","Ellicott Hall"
"001","Energy Plant"
"223","Energy Research Facility"
"093","Engineering Annex"
"344","Environmental Service Facility"
"068","Eppley Recreation Center"
"396","Equipment Storage Building (Paint Branch)"
"414","Field Hockey And Lacrosse Complex"
"427","Fleet Services Building"
"048","Francis Scott Key Hall"
"9919","Frederick County Extension Building"
"029","Frederick Hall"
"9913","Garrett County Extension Building"
"031","Garrett Hall"
"299","Gate House"
"237","Geology Building"
"312","Golf Course Chemical Storage Bldg"
"166","Golf Course Club House"
"165","Golf Course Driv. Range Cont. Bldg."
"320","Golf Course Fertilizer Shed"
"167","Golf Course Maintenance Office"
"314","Golf Course Repair Shop"
"319","Golf Course Storage Building"
"313","Golf Course Storage Building 1"
"318","Golf Course Toilet Facility"
"379","Gossett Football Team House"
"260","Graduate Gardens Apartments 1"
"269","Graduate Gardens Apartments 10"
"270","Graduate Gardens Apartments 11"
"271","Graduate Gardens Apartments 12"
"272","Graduate Gardens Apartments 13"
"273","Graduate Gardens Apartments 14"
"274","Graduate Gardens Apartments 15"
"275","Graduate Gardens Apartments 16"
"276","Graduate Gardens Apartments 17"
"277","Graduate Gardens Apartments 18"
"278","Graduate Gardens Apartments 19"
"261","Graduate Gardens Apartments 2"
"279","Graduate Gardens Apartments 20"
"280","Graduate Gardens Apartments 21"
"281","Graduate Gardens Apartments 22"
"282","Graduate Gardens Apartments 23"
"283","Graduate Gardens Apartments 24"
"284","Graduate Gardens Apartments 25"
"285","Graduate Gardens Apartments 26"
"262","Graduate Gardens Apartments 3"
"263","Graduate Gardens Apartments 4"
"264","Graduate Gardens Apartments 5"
"265","Graduate Gardens Apartments 6"
"266","Graduate Gardens Apartments 7"
"267","Graduate Gardens Apartments 8"
"268","Graduate Gardens Apartments 9"
"286","Graduate Hills Apt 1"
"287","Graduate Hills Apt 2"
"288","Graduate Hills Apt 3"
"289","Graduate Hills Apt 4"
"290","Graduate Hills Apt 5"
"291","Graduate Hills Apt 6"
"292","Graduate Hills Apt 7"
"126","Greek House 1"
"135","Greek House 10"
"136","Greek House 11"
"137","Greek House 12"
"138","Greek House 13"
"139","Greek House 14"
"170","Greek House 170"
"171","Greek House 171"
"172","Greek House 172"
"173","Greek House 173"
"174","Greek House 174"
"175","Greek House 175"
"176","Greek House 176"
"127","Greek House 2"
"128","Greek House 3"
"129","Greek House 4"
"130","Greek House 5"
"131","Greek House 6"
"132","Greek House 7"
"133","Greek House 8"
"134","Greek House 9"
"327","Grounds Herbicide/Pesticide Stg. Bldg."
"124","Grounds Material &Amp; Equipment Building"
"328","Grounds Operations &Amp; Maintenance Bldg."
"423","Grounds Storage Facility"
"073","H.J. Patterson Hall"
"258","Hagerstown Hall"
"9909","Harford County Extension Building"
"014","Harford Hall"
"140","Health Center"
"426","Heavy Equipment Building"
"387","Herbert Rabin Technology Advancement Building"
"973","Hillel Center"
"147","Hornbake Library"
"108","Horse Barn"
"9907","Howard County Extension Building"
"028","Howard Hall"
"056","Hvac &Amp; Pm Storage Building"
"976","Ibbr 1"
"977","Ibbr 2"
"309","Indoor Practice Facility"
"085","Institute For Physical Science &Amp; Tech"
"045","Instructional Television Facility"
"438","Interdisciplinary Engineering Building"
"083","J.M. Patterson Building"
"034","Jimenez Hall"
"082","John S. Toll Physics Building"
"435","Johnson-Whittle Hall"
"227","Jull Hall"
"388","Kehoe Track At Ludwig Field"
"9917","Kent County Extension Building"
"022","Kent Hall"
"225","Kim Engineering Building"
"417","Knight Hall"
"259","La Plata Hall"
"796","Laboratory For Physical Sciences"
"797","Laboratory For Telecommunication Sciences"
"799","Leafhouse"
"900","Leased Facility 900"
"901","Leased Facility 901"
"903","Leased Facility 903"
"904","Leased Facility 904"
"905","Leased Facility 905"
"907","Leased Facility 907"
"908","Leased Facility 908"
"909","Leased Facility 909"
"911","Leased Facility 911"
"913","Leased Facility 913"
"914","Leased Facility 914"
"916","Leased Facility 916"
"917","Leased Facility 917"
"925","Leased Facility 925"
"932","Leased Facility 932"
"936","Leased Facility 936"
"940","Leased Facility 940"
"941","Leased Facility 941"
"943","Leased Facility 943"
"944","Leased Facility 944"
"948","Leased Facility 948"
"950","Leased Facility 950"
"951","Leased Facility 951"
"952","Leased Facility 952"
"954","Leased Facility 954"
"955","Leased Facility 955"
"956","Leased Facility 956"
"957","Leased Facility 957"
"958","Leased Facility 958"
"071","Lee Building"
"038","Lefrak Hall"
"238","Leonardtown 238"
"239","Leonardtown 239"
"240","Leonardtown 240"
"241","Leonardtown 241"
"242","Leonardtown 242"
"243","Leonardtown 243"
"244","Leonardtown 244"
"245","Leonardtown 245"
"246","Leonardtown 246"
"247","Leonardtown 247"
"248","Leonardtown 248"
"249","Leonardtown 249"
"250","Leonardtown Community Center"
"201","Leonardtown Office Building"
"960","Licensed Facility 960"
"590","Lower Eastern Shore Office"
"601","Lower Eastern Shore Office Annex"
"148","Manufacturing Building"
"046","Marie Mount Hall"
"088","Martin Hall"
"420","Maryland Baseball Annex"
"409","Maryland Softball Stadium"
"368","Maryland Stadium Building (Upper Deck)"
"362","Maryland Stadium Concessions 1"
"363","Maryland Stadium Concessions 2"
"364","Maryland Stadium Concessions 3"
"365","Maryland Stadium Concessions 4"
"367","Maryland Stadium Concessions 5"
"370","Maryland Stadium Concessions 6"
"369","Maryland Stadium Maintenance Building"
"366","Maryland Stadium Ticket Booth"
"035","Mckeldin Library"
"009","Memorial Chapel"
"198","Mfri Breath Apparatus Training Bldg"
"195","Mfri Drill Tower"
"197","Mfri Fire Extinguisher Training Fac."
"850","Mfri Forcible Entry Training Building (W. Md)"
"825","Mfri Maze/Storage (La Plata)"
"829","Mfri Maze/Storage (Lower Eastern Shore)"
"830","Mfri Maze/Storage (Northeast)"
"848","Mfri Maze/Storage (Upper Eastern Shore)"
"834","Mfri Maze/Storage (W. Md)"
"844","Mfri Mechanical Shed (W. Md)"
"199","Mfri Office/Classroom Building"
"821","Mfri Office/Classroom Building (La Plata)"
"826","Mfri Office/Classroom Building (Les)"
"832","Mfri Office/Classroom Building (Northeast)"
"842","Mfri Office/Classroom Building (W. Md)"
"845","Mfri Office/Classroom Builidng (Ues)"
"823","Mfri Pump/Storage (La Plata)"
"828","Mfri Pump/Storage (Lower Eastern Shore)"
"847","Mfri Pump/Storage (Upper Eastern Shore)"
"833","Mfri Storage Bldg (Northeast)"
"843","Mfri Storage Bldg (W. Md)"
"831","Mfri Structural Firefighting Bld (Northeast)"
"822","Mfri Structural Firefighting Bldg (La Plata)"
"827","Mfri Structural Firefighting Bldg (Les)"
"841","Mfri Structural Firefighting Bldg (W. Md)"
"196","Mfri Structural Firefighting Building"
"846","Mfri Structural Firefighting Building (Ues)"
"231","Microbiology Building"
"9905","Montgomery County Extension Building"
"032","Montgomery Hall"
"040","Morrill Hall"
"798","Mosquito Control Building"
"020","Motorcycle Storage Building"
"404","Mowatt Lane Parking Garage"
"400","Mowatt Lane Substation"
"382","Neutral Buoyancy Research Facility"
"295","North Gate (Campus Drive &Amp; Route 1)"
"232","Nyumburu Cultural Center"
"419","Oakland Hall"
"383","Paint Branch Building"
"298","Paint Branch Gate (Paint Branch Dr And 193)"
"146","Parren J. Mitchell Art-Sociology Building"
"805","Patapsco Building"
"010","Patuxent Building"
"415","Physical Sciences Complex"
"111","Physics Welding Shop"
"214","Plant Operations &Amp; Maint. Storage Bldg.1"
"213","Plant Operations &Amp; Maint. Storage Bldg.2"
"036","Plant Sciences Building"
"007","Pocomoke Building"
"809","Police Services And Training Facility"
"572","Poplar Hill Ag Chemical Storage"
"576","Poplar Hill Compost Storage 1"
"577","Poplar Hill Compost Storage 2"
"571","Poplar Hill Equipment Storage 1"
"573","Poplar Hill Equipment Storage 2"
"570","Poplar Hill Office &Amp; Shop"
"574","Poplar Hill Water Treatment"
"119","Poultry Barn"
"054","Preinkert Hall"
"425","Prince Frederick Hall"
"9904","Prince George's County Extension Building"
"021","Prince Georges Hall"
"437","Pump Building"
"434","Pyon-Chen Hall"
"9916","Queen Anne's County Extension Building"
"061","Queen Annes Hall"
"078","Reckord Armory"
"202","Regents Drive Parking Garage"
"398","Research Greenhouse"
"807","Research Park Building 1"
"116","Residential Facilities Building 116"
"204","Residential Facilities Building 204"
"207","Residential Facilities Building 207"
"407","Riggs Alumni Center"
"004","Ritchie Coliseum"
"080","Rossborough Inn"
"603","Salibury Post Harvest"
"608","Salisbury Ag Chemical Storage"
"605","Salisbury Equip Maintenance"
"614","Salisbury Equipment Storage 1"
"611","Salisbury Equipment Storage 2"
"606","Salisbury Equipment Storage 3"
"612","Salisbury Garage"
"597","Salisbury Greenhouse 1"
"598","Salisbury Greenhouse 2"
"620","Salisbury Greenhouse 3"
"596","Salisbury Headhouse"
"609","Salisbury Rvr"
"607","Salisbury Support"
"394","Sample Preparation Building (Paint Branch)"
"019","Satellite Central Utilities Building (Scub 1)"
"067","Satellite Central Utilities Building (Scub 2)"
"392","Satellite Central Utilities Building (Scub 3)"
"405","Satellite Central Utilities Building (Scub 4)"
"416","Satellite Central Utilities Building (Scub 5)"
"255","School Of Public Health Building"
"433","School Of Public Policy Building"
"812","Seneca Building"
"003","Service Building"
"810","Severn Building"
"984","Shady Grove #4"
"978","Shady Grove Center Building #1"
"979","Shady Grove Center Building #2"
"980","Shady Grove Center Building #3"
"109","Sheep Barn"
"037","Shoemaker Building"
"424","Shuttle Bus Facility"
"044","Skinner Building"
"9922","Somerset County Extension Building"
"063","Somerset Hall"
"996","South Campus Commons 1"
"997","South Campus Commons 2"
"998","South Campus Commons 3"
"999","South Campus Commons 4"
"974","South Campus Commons 5"
"975","South Campus Commons 6"
"981","South Campus Commons 7"
"026","South Campus Dining Hall"
"401","South Gate (Regents Dr And Route 1)"
"9950","Southern Maryland Autonomous Research And Technology"
"9902","St. Mary's County Extension Building"
"062","St. Marys Hall"
"218","Stadium Drive Parking Garage"
"163","Stamp Student Union"
"233","Susquehanna Hall"
"076","Symons Hall"
"9914","Talbot County Extension Building"
"030","Talbot Hall"
"043","Taliaferro Hall"
"141","Tawes Hall"
"806","Technology Ventures Building"
"403","Terrapin Trail Parking Garage"
"077","Thomas V. Miller Jr. Administration Building"
"389","Track &Amp; Soccer Field Ticket Booth"
"395","Turfgrass Research Facility (Paint Branch)"
"079","Turner Hall"
"042","Tydings Hall"
"361","Tyser Tower"
"346","Umgc Administration Building"
"347","Umgc Marriott Garage"
"179","Union Lane Parking Garage"
"164","University House"
"760","Upper Marlboro Ag Chemical Storage"
"765","Upper Marlboro Ag Engr"
"757","Upper Marlboro Barn &Amp; Annex"
"756","Upper Marlboro Cistern &Amp; Well"
"698","Upper Marlboro Compost"
"763","Upper Marlboro Curing Shed"
"759","Upper Marlboro Equip Maintenance"
"772","Upper Marlboro Feed Mixing/Storage"
"764","Upper Marlboro Office Lab"
"773","Upper Marlboro Poultry Bldg A"
"774","Upper Marlboro Poultry Bldg B"
"762","Upper Marlboro Residence 1"
"761","Upper Marlboro Residence 2"
"758","Upper Marlboro Storage 1"
"768","Upper Marlboro Storage 2"
"769","Upper Marlboro Storage 3"
"770","Upper Marlboro Storage 4"
"775","Upper Marlboro Storage 5"
"753","Upper Marlboro Stripping"
"767","Upper Marlboro Tobacco Barn 1"
"755","Upper Marlboro Tobacco Barn 2"
"752","Upper Marlboro Tobacco Barn 3"
"751","Upper Marlboro Tobacco Barn 4"
"750","Upper Marlboro Tobacco Barn 5"
"967","Urc 1"
"968","Urc 2"
"969","Urc 3"
"982","Usg Garage 1"
"983","Usg Garage 2"
"039","Van Munching Hall"
"158","Varsity Sports Teamhouse"
"885","Veterinary Science Barn3"
"887","Veterinary Science Equipmt Storage Bldg"
"023","Washington Hall"
"9920","Washtington County Extension Building"
"297","West Gate (Perf Arts And Denton On Stadium Dr/193)"
"519","Western Md 4-H Bath House 1"
"520","Western Md 4-H Bath House 2"
"500","Western Md 4-H Cabin 1"
"509","Western Md 4-H Cabin 10"
"510","Western Md 4-H Cabin 11"
"511","Western Md 4-H Cabin 12"
"501","Western Md 4-H Cabin 2"
"502","Western Md 4-H Cabin 3"
"503","Western Md 4-H Cabin 4"
"504","Western Md 4-H Cabin 5"
"505","Western Md 4-H Cabin 6"
"506","Western Md 4-H Cabin 7"
"507","Western Md 4-H Cabin 8"
"508","Western Md 4-H Cabin 9"
"512","Western Md 4-H Cabin A"
"513","Western Md 4-H Cabin B"
"514","Western Md 4-H Cabin C"
"515","Western Md 4-H Cabin D"
"516","Western Md 4-H Cabin E"
"517","Western Md 4-H Dining Hall"
"523","Western Md 4-H Infirmary"
"518","Western Md 4-H Lodge Hall"
"522","Western Md 4-H Maintenance Shop"
"526","Western Md 4-H Nature Center"
"521","Western Md 4-H Office"
"525","Western Md 4-H Public Swimming Changing House"
"527","Western Md 4-H Pump House"
"524","Western Md 4-H Storage"
"728","Western Md Ag Chemical Storage"
"727","Western Md Equipment Storage"
"724","Western Md Office"
"726","Western Md Pump House"
"729","Western Md Seed &Amp; Fertilizer"
"722","Western Md Storage"
"723","Western Md Support"
"725","Western Md Water Tank"
"9921","Wicomico County Extension Building"
"069","Wicomico Hall"
"084","William E. Kirwan Hall"
"081","Wind Tunnel Building"
"047","Woods Hall"
"9923","Worcester County Extension Building"
"051","Worcester Hall"
"714","Wye Ag Chemical Storage"
"710","Wye Aspen Barn (Outleased)"
"711","Wye Aspen House (Outleased)"
"735","Wye Barn"
"740","Wye Barn 2"
"741","Wye Barn 3"
"742","Wye Barn 4"
"743","Wye Barn 5"
"713","Wye Baywater Pumphouse"
"739","Wye Bull Test Barn"
"736","Wye Equipment Storage 1"
"737","Wye Equipment Storage 2"
"744","Wye Feed Handling"
"746","Wye Herd Equipment Maintenance"
"747","Wye Herd Handling"
"428","Wye Oak Building"
"734","Wye Office Annex"
"731","Wye Office/Equip Maintenance"
"738","Wye Residence"
"732","Wye Seed Handling"
"748","Wye Tenant House"
"730","Wye Toxicology Bldg"
"712","Wye Water Quality Lab"
"745","Wye Water Supply"
"360","Xfinity Centeer"
"436","Yahentamitsi"